SalesOrderID,RevisionNumber,OrderDate,DueDate,ShipDate,Status,OnlineOrderFlag,SalesOrderNumber,PurchaseOrderNumber,AccountNumber,CustomerID,SalesPersonID,TerritoryID,BillToAddressID,ShipToAddressID,ShipMethodID,CreditCardID,CreditCardApprovalCode,CurrencyRateID,SubTotal,TaxAmt,Freight,TotalDue,Comment,rowguid,ModifiedDate
43877,8,2011-07-01 00:00:00.000,2011-07-13 00:00:00.000,2011-07-08 00:00:00.000,5,0,SO43877,PO11919119101,10-4020-000073,29925,280,1,840,840,5,5343,56208Vi27980,NULL,20628.5745,1977.1163,617.8489,23223.5397,NULL,C60E991F-937F-4AF3-9883-614A667D9749,2011-07-08 00:00:00.000
43878,8,2011-07-01 00:00:00.000,2011-07-13 00:00:00.000,2011-07-08 00:00:00.000,5,0,SO43878,PO11716136854,10-4020-000144,29664,275,2,770,770,5,7167,46227Vi37199,NULL,4079.988,391.6788,122.3996,4594.0664,NULL,92096EC8-87B0-42D0-8516-3F6E713A1DE7,2011-07-08 00:00:00.000
43879,8,2011-07-01 00:00:00.000,2011-07-13 00:00:00.000,2011-07-08 00:00:00.000,5,0,SO43879,PO11600128380,10-4020-000569,29510,282,6,540,540,5,14729,26285Vi76327,407,21718.7639,2087.8858,652.4643,24459.114,NULL,E7812579-E1A0-4997-9027-A1AFB625C9E7,2011-07-08 00:00:00.000
43880,8,2011-07-01 00:00:00.000,2011-07-13 00:00:00.000,2011-07-08 00:00:00.000,5,0,SO43880,PO11020127453,10-4020-000336,29789,278,6,501,501,5,18316,126355Vi95120,407,15479.55,1488.4458,465.1393,17433.1351,NULL,77F5C860-1887-4B14-96BF-FE58CA4FB307,2011-07-08 00:00:00.000
43881,8,2011-07-01 00:00:00.000,2011-07-13 00:00:00.000,2011-07-08 00:00:00.000,5,0,SO43881,PO10759119626,10-4020-000346,30111,277,3,598,598,5,569,56356Vi2945,NULL,38816.8056,3725.7234,1164.2885,43706.8175,NULL,063E526C-D138-40D0-8BE7-5807DACC6934,2011-07-08 00:00:00.000
43882,8,2011-07-01 00:00:00.000,2011-07-13 00:00:00.000,2011-07-08 00:00:00.000,5,0,SO43882,PO10469165208,10-4020-000335,29558,282,6,500,500,5,11282,66419Vi58190,407,2024.994,194.3994,60.7498,2280.1432,NULL,1FADFAE5-C70E-49A6-892D-6D80949D3C44,2011-07-08 00:00:00.000
43883,8,2011-07-01 00:00:00.000,2011-07-13 00:00:00.000,2011-07-08 00:00:00.000,5,0,SO43883,PO10121175623,10-4020-000684,29724,275,2,829,829,5,6126,76443Vi31838,NULL,18320.6894,1763.0175,550.943,20634.6499,NULL,F27B0997-0D8A-4653-A280-5596E895A0EB,2011-07-08 00:00:00.000
43884,8,2011-07-01 00:00:00.000,2011-07-13 00:00:00.000,2011-07-08 00:00:00.000,5,0,SO43884,PO10440182311,10-4020-000623,29861,277,3,628,11382,5,16665,96446Vi86292,NULL,115696.3313,11215.3536,3504.798,130416.4829,NULL,37C9D09F-1E62-4CFA-AB5C-CBC7D0EC3240,2011-07-08 00:00:00.000
43885,8,2011-07-01 00:00:00.000,2011-07-13 00:00:00.000,2011-07-08 00:00:00.000,5,0,SO43885,PO609186449,10-4020-000492,29757,276,4,1070,1070,5,13246,66522Vi68706,NULL,68.40,5.928,1.8525,76.1805,NULL,02B2DAC2-90DC-413A-B148-A9145A459AC8,2011-07-08 00:00:00.000
43886,8,2011-07-01 00:00:00.000,2011-07-13 00:00:00.000,2011-07-08 00:00:00.000,5,0,SO43886,PO1827149671,10-4020-000317,29698,282,6,497,497,5,11745,76664Vi60734,407,17358.0101,1664.9942,520.3107,19543.315,NULL,D2F8BA9F-0619-4A06-B7B7-7C38D088DB2B,2011-07-08 00:00:00.000
43887,8,2011-07-01 00:00:00.000,2011-07-13 00:00:00.000,2011-07-08 00:00:00.000,5,0,SO43887,PO1276169981,10-4020-000548,29493,279,5,970,970,5,9478,106673Vi48861,NULL,419.4589,40.2681,12.5838,472.3108,NULL,9E78ED24-F8BA-4C3D-AD89-D9A1A2E51D45,2011-07-08 00:00:00.000
43888,8,2011-07-01 00:00:00.000,2011-07-13 00:00:00.000,2011-07-08 00:00:00.000,5,0,SO43888,PO2088113013,10-4020-000136,29794,282,6,466,466,5,12102,96752Vi62574,407,14432.8174,1388.4649,433.8953,16255.1776,NULL,2A00B8DD-78A6-4DF8-BAE5-58B1B4A78AAF,2011-07-08 00:00:00.000
43889,8,2011-07-01 00:00:00.000,2011-07-13 00:00:00.000,2011-07-08 00:00:00.000,5,0,SO43889,PO2030112412,10-4020-000661,29830,278,6,553,553,5,16905,126756Vi87636,407,2082.6748,199.3984,62.312,2344.3852,NULL,9E9DA825-41BA-443C-BCA6-02121373F476,2011-07-08 00:00:00.000
43890,8,2011-07-01 00:00:00.000,2011-07-13 00:00:00.000,2011-07-08 00:00:00.000,5,0,SO43890,PO2146115360,10-4020-000354,29515,278,6,504,504,5,14184,66771Vi73564,407,75191.9599,7234.307,2260.7209,84686.9878,NULL,C52362A5-CF6F-40EC-8457-CABDA3669C0E,2011-07-08 00:00:00.000
43891,8,2011-07-01 00:00:00.000,2011-07-13 00:00:00.000,2011-07-08 00:00:00.000,5,0,SO43891,PO2726163521,10-4020-000029,29807,282,6,449,449,5,13366,36797Vi69277,407,32569.104,3126.3148,976.9734,36672.3922,NULL,4978ADE9-D759-4925-B079-519498705B8F,2011-07-08 00:00:00.000
43892,8,2011-07-01 00:00:00.000,2011-07-13 00:00:00.000,2011-07-08 00:00:00.000,5,0,SO43892,PO2523117473,10-4020-000167,29716,281,4,1015,1015,5,13468,26813Vi69778,NULL,16544.5461,1587.1682,495.9901,18627.7044,NULL,386511B7-D278-479C-90B9-687FF0E045BD,2011-07-08 00:00:00.000
43893,8,2011-07-01 00:00:00.000,2011-07-13 00:00:00.000,2011-07-08 00:00:00.000,5,0,SO43893,PO2204129382,10-4020-000370,29905,282,6,505,505,5,18480,116815Vi96000,407,419.4589,40.2681,12.5838,472.3108,NULL,F3AFB011-5243-435C-9895-A520A4FC972D,2011-07-08 00:00:00.000
43894,8,2011-07-01 00:00:00.000,2011-07-13 00:00:00.000,2011-07-08 00:00:00.000,5,0,SO43894,PO2958194987,10-4020-000559,30004,280,1,892,892,5,4842,46884Vi25430,NULL,32492.604,3118.7048,974.5952,36585.904,NULL,BB847425-22C1-4432-BF39-88E9C7CEE13A,2011-07-08 00:00:00.000
43895,8,2011-07-01 00:00:00.000,2011-07-13 00:00:00.000,2011-07-08 00:00:00.000,5,0,SO43895,PO2900121738,10-4020-000469,29742,280,1,884,884,5,11011,16890Vi56787,NULL,32459.9278,3121.4886,975.4652,36556.8816,NULL,D61F2967-42A7-4A54-88F8-B4BCBC0FAB09,2011-07-08 00:00:00.000
43896,8,2011-07-01 00:00:00.000,2011-07-13 00:00:00.000,2011-07-08 00:00:00.000,5,0,SO43896,PO3857154341,10-4020-000256,29866,277,4,588,588,5,8991,128032Vi46347,NULL,4345.8268,416.1227,130.0383,4891.9878,NULL,A354325A-13FE-43D9-B860-2B1810A23F74,2011-07-08 00:00:00.000
43897,8,2011-07-01 00:00:00.000,2011-07-13 00:00:00.000,2011-07-08 00:00:00.000,5,0,SO43897,PO3799116239,10-4020-000312,29522,276,4,1040,1040,5,17861,68035Vi92659,NULL,51235.0091,4912.9311,1535.291,57683.2312,NULL,82E9AA48-EEAF-4923-AE61-431C2960D6B0,2011-07-08 00:00:00.000
43898,8,2011-07-01 00:00:00.000,2011-07-13 00:00:00.000,2011-07-08 00:00:00.000,5,0,SO43898,PO4901196283,10-4020-000084,29705,278,6,459,459,5,6452,48128Vi33489,407,50948.9161,4908.5808,1533.9315,57391.4284,NULL,0EE148B4-365E-4998-9D71-FB0E3291701D,2011-07-08 00:00:00.000
43899,8,2011-07-01 00:00:00.000,2011-07-13 00:00:00.000,2011-07-08 00:00:00.000,5,0,SO43899,PO5191115657,10-4020-000364,29906,277,3,600,600,5,7475,128165Vi38744,NULL,11942.5965,1147.8551,358.7047,13449.1563,NULL,050E42CD-8A2B-45BB-B091-0A1E53BE6DB7,2011-07-08 00:00:00.000
43900,8,2011-07-01 00:00:00.000,2011-07-13 00:00:00.000,2011-07-08 00:00:00.000,5,0,SO43900,PO5568199700,10-4020-000422,29880,279,5,954,954,5,8663,78252Vi44710,NULL,34628.298,3323.6782,1038.6494,38990.6256,NULL,44F4E5A0-1E7E-4362-8143-A11764810619,2011-07-08 00:00:00.000
43901,8,2011-07-01 00:00:00.000,2011-07-13 00:00:00.000,2011-07-08 00:00:00.000,5,0,SO43901,PO5684189260,10-4020-000385,29901,276,4,1053,1053,5,9973,18266Vi51318,NULL,22717.5954,2177.0702,680.3344,25575.00,NULL,8D3DA13B-2208-49AD-B99E-87006C7A7D2B,2011-07-08 00:00:00.000
43902,8,2011-07-01 00:00:00.000,2011-07-13 00:00:00.000,2011-07-08 00:00:00.000,5,0,SO43902,PO5858178400,10-4020-000566,29507,279,5,972,972,5,13160,48289Vi68229,NULL,52803.4477,5091.7865,1591.1833,59486.4175,NULL,F8F9C176-5E4A-4BA2-BE54-F8AC8FD9BA73,2011-07-08 00:00:00.000
43903,8,2011-07-01 00:00:00.000,2011-07-13 00:00:00.000,2011-07-08 00:00:00.000,5,0,SO43903,PO5800178059,10-4020-000063,29968,279,5,915,915,5,13420,78316Vi69516,NULL,20.1865,1.6149,0.5047,22.3061,NULL,25285544-48E7-4A9C-823E-372FEB4AFADF,2011-07-08 00:00:00.000
43904,8,2011-07-01 00:00:00.000,2011-07-13 00:00:00.000,2011-07-08 00:00:00.000,5,0,SO43904,PO6351158788,10-4020-000255,30095,277,4,587,587,5,13104,108328Vi67850,NULL,11361.2706,1093.5814,341.7442,12796.5962,NULL,20411124-306D-497E-AC31-EE15849C39FE,2011-07-08 00:00:00.000
43905,8,2011-07-01 00:00:00.000,2011-07-13 00:00:00.000,2011-07-08 00:00:00.000,5,0,SO43905,PO6293113391,10-4020-000612,29846,279,5,979,979,5,10234,128341Vi52839,NULL,9880.2666,950.9438,297.1699,11128.3803,NULL,FB218B2C-568F-4635-93AB-FA5A5E75A45A,2011-07-08 00:00:00.000
43906,8,2011-07-01 00:00:00.000,2011-07-13 00:00:00.000,2011-07-08 00:00:00.000,5,0,SO43906,PO6438197212,10-4020-000309,29523,277,4,593,593,5,15321,48355Vi79183,NULL,32971.323,3162.1366,988.1677,37121.6273,NULL,474F9D4D-7522-4C5E-A134-BD9CCAAB82A2,2011-07-08 00:00:00.000
43907,8,2011-07-01 00:00:00.000,2011-07-13 00:00:00.000,2011-07-08 00:00:00.000,5,0,SO43907,PO6641115253,10-4020-000342,29791,275,2,792,792,5,4835,68422Vi25408,NULL,14660.3024,1407.7759,439.93,16508.0083,NULL,4CFDEC28-E963-4A6F-B3FA-6F95A187C6E7,2011-07-08 00:00:00.000
43908,8,2011-07-01 00:00:00.000,2011-07-13 00:00:00.000,2011-07-08 00:00:00.000,5,0,SO43908,PO6670111729,10-4020-000432,29731,275,2,802,802,5,161,108440Vi848,NULL,2561.5408,246.3213,76.9754,2884.8375,NULL,5DA55856-EF8C-4A3C-910F-1FD7FD8A6945,2011-07-08 00:00:00.000
43909,8,2011-07-01 00:00:00.000,2011-07-13 00:00:00.000,2011-07-08 00:00:00.000,5,0,SO43909,PO7221199520,10-4020-000326,29787,283,1,869,869,5,11815,98465Vi61077,NULL,25493.3215,2461.1244,769.1014,28723.5473,NULL,6ED53DD5-87BB-49FD-9431-6F0DF9D9C72D,2011-07-08 00:00:00.000
43910,8,2011-07-01 00:00:00.000,2011-07-13 00:00:00.000,2011-07-08 00:00:00.000,5,0,SO43910,PO7598186753,10-4020-000045,29963,279,5,913,913,5,8103,68484Vi41999,NULL,19411.9336,1867.3968,583.5615,21862.8919,NULL,A62AF14D-62E0-482C-A10F-DED5EF75712F,2011-07-08 00:00:00.000
43911,8,2011-07-01 00:00:00.000,2011-07-13 00:00:00.000,2011-07-08 00:00:00.000,5,0,SO43911,PO7627190040,10-4020-000433,29617,280,1,880,880,5,10270,108496Vi53004,NULL,19734.8665,1896.6545,592.7045,22224.2255,NULL,EA7BA0CE-FC7C-4CFC-B88B-3779BE2A47E4,2011-07-08 00:00:00.000
43912,8,2011-07-01 00:00:00.000,2011-07-13 00:00:00.000,2011-07-08 00:00:00.000,5,0,SO43912,PO7656175368,10-4020-000403,29853,276,4,1056,1056,5,12177,108504Vi62954,NULL,13078.2699,1258.9537,393.423,14730.6466,NULL,4D0B2265-2CDD-4F0F-B18C-48A57D2247AA,2011-07-08 00:00:00.000
43913,8,2011-07-01 00:00:00.000,2011-07-13 00:00:00.000,2011-07-08 00:00:00.000,5,0,SO43913,PO7830112696,10-4020-000040,29774,277,4,564,564,5,15798,28527Vi81672,NULL,36724.0974,3522.2975,1100.718,41347.1129,NULL,D8D3156A-D20B-48D2-8709-B49518746A2D,2011-07-08 00:00:00.000
43914,8,2011-07-01 00:00:00.000,2011-07-13 00:00:00.000,2011-07-08 00:00:00.000,5,0,SO43914,PO7917120732,10-4020-000401,29521,281,1,1054,1054,5,1660,78545Vi8518,NULL,8152.776,782.4537,244.5168,9179.7465,NULL,A7C49F62-7981-4C0D-8FE2-3B914E587DB6,2011-07-08 00:00:00.000
43915,8,2011-07-01 00:00:00.000,2011-07-13 00:00:00.000,2011-07-08 00:00:00.000,5,0,SO43915,PO8932129717,10-4020-000287,29688,275,3,785,785,5,11781,78621Vi60933,NULL,4049.988,388.7988,121.4996,4560.2864,NULL,D8BB436E-7A85-47E4-A485-2AF6BFC8F96F,2011-07-08 00:00:00.000
43916,8,2011-07-01 00:00:00.000,2011-07-13 00:00:00.000,2011-07-08 00:00:00.000,5,0,SO43916,PO8874186100,10-4020-000348,29511,276,3,1046,1046,5,6264,18665Vi32553,NULL,39450.7884,3788.8057,1184.0018,44423.5959,NULL,F1863A34-D9AC-41DD-8441-422409C2CCB8,2011-07-08 00:00:00.000
43917,8,2011-07-01 00:00:00.000,2011-07-13 00:00:00.000,2011-07-08 00:00:00.000,5,0,SO43917,PO8816199739,10-4020-000218,29885,283,1,857,857,5,2470,108692Vi12864,NULL,21356.1593,2050.8186,640.8808,24047.8587,NULL,27C6DF7D-CB73-40BD-B492-DF2BE6EF335E,2011-07-08 00:00:00.000
43918,8,2011-07-01 00:00:00.000,2011-07-13 00:00:00.000,2011-07-08 00:00:00.000,5,1,SO43918,NULL,10-4030-022041,22041,NULL,6,18086,18086,1,11637,530232Vi60125,407,3578.27,286.2616,89.4568,3953.9884,NULL,D68E9CA3-5A69-4385-A43C-F59B43AD6F5F,2011-07-08 00:00:00.000
43919,8,2011-07-01 00:00:00.000,2011-07-13 00:00:00.000,2011-07-08 00:00:00.000,5,1,SO43919,NULL,10-4030-012124,12124,NULL,7,27575,27575,1,19192,631132Vi99723,411,3578.27,286.2616,89.4568,3953.9884,NULL,2CC3FCD1-CEFA-483D-B8CE-38183F61B1A1,2011-07-08 00:00:00.000
43920,8,2011-07-01 00:00:00.000,2011-07-13 00:00:00.000,2011-07-08 00:00:00.000,5,1,SO43920,NULL,10-4030-028066,28066,NULL,4,27151,27151,1,13339,1031889Vi69165,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,BB588CC6-E394-4A72-9EE4-9EEC481D8115,2011-07-08 00:00:00.000
43921,8,2011-07-01 00:00:00.000,2011-07-13 00:00:00.000,2011-07-08 00:00:00.000,5,1,SO43921,NULL,10-4030-016743,16743,NULL,9,18516,18516,1,1714,1234555Vi8808,405,3578.27,286.2616,89.4568,3953.9884,NULL,6968EEC2-6FCE-4B61-8933-918A9BB1A01C,2011-07-08 00:00:00.000
43922,8,2011-07-01 00:00:00.000,2011-07-13 00:00:00.000,2011-07-08 00:00:00.000,5,1,SO43922,NULL,10-4030-013546,13546,NULL,8,26226,26226,1,10141,1035730Vi52301,409,3578.27,286.2616,89.4568,3953.9884,NULL,52E4D258-5DB7-4A7F-BE0A-991B0850AACB,2011-07-08 00:00:00.000
43923,8,2011-07-02 00:00:00.000,2011-07-14 00:00:00.000,2011-07-09 00:00:00.000,5,1,SO43923,NULL,10-4030-028018,28018,NULL,4,28877,28877,1,9202,1130221Vi47469,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,EFE04BC6-B585-46CB-88DE-5B8B3E978A47,2011-07-09 00:00:00.000
43924,8,2011-07-02 00:00:00.000,2011-07-14 00:00:00.000,2011-07-09 00:00:00.000,5,1,SO43924,NULL,10-4030-012132,12132,NULL,7,29716,29716,1,NULL,NULL,424,3578.27,286.2616,89.4568,3953.9884,NULL,50FCBE8F-D347-4E68-A86B-B4BC1B5FC6FA,2011-07-09 00:00:00.000
43925,8,2011-07-02 00:00:00.000,2011-07-14 00:00:00.000,2011-07-09 00:00:00.000,5,1,SO43925,NULL,10-4030-016661,16661,NULL,9,28478,28478,1,16992,234532Vi88181,418,3578.27,286.2616,89.4568,3953.9884,NULL,F3C294AE-45ED-4FC7-892A-26584BB7CE11,2011-07-09 00:00:00.000
43926,8,2011-07-03 00:00:00.000,2011-07-15 00:00:00.000,2011-07-10 00:00:00.000,5,1,SO43926,NULL,10-4030-011055,11055,NULL,9,18542,18542,1,17432,734127Vi90607,431,3374.99,269.9992,84.3748,3729.364,NULL,887456A5-63B6-4A40-906C-0D6C1385798B,2011-07-10 00:00:00.000
43927,8,2011-07-03 00:00:00.000,2011-07-15 00:00:00.000,2011-07-10 00:00:00.000,5,1,SO43927,NULL,10-4030-016662,16662,NULL,9,26702,26702,1,10726,734533Vi55385,431,3578.27,286.2616,89.4568,3953.9884,NULL,398F1AD5-D81E-46A1-AE4E-2878A6866DE9,2011-07-10 00:00:00.000
43928,8,2011-07-03 00:00:00.000,2011-07-15 00:00:00.000,2011-07-10 00:00:00.000,5,1,SO43928,NULL,10-4030-016740,16740,NULL,9,14404,14404,1,14446,934552Vi74889,431,3578.27,286.2616,89.4568,3953.9884,NULL,755F8809-8E81-4AA0-9B63-799361B69229,2011-07-10 00:00:00.000
43929,8,2011-07-03 00:00:00.000,2011-07-15 00:00:00.000,2011-07-10 00:00:00.000,5,1,SO43929,NULL,10-4030-025270,25270,NULL,9,25405,25405,1,6963,435428Vi36220,431,699.0982,55.9279,17.4775,772.5036,NULL,E1989162-9428-464A-BB27-808C3A7676F3,2011-07-10 00:00:00.000
43930,8,2011-07-04 00:00:00.000,2011-07-16 00:00:00.000,2011-07-11 00:00:00.000,5,1,SO43930,NULL,10-4030-028038,28038,NULL,4,28267,28267,1,18586,630226Vi96608,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,C3DB9B94-59D9-4CB8-87F4-BD4A7AE75D3F,2011-07-11 00:00:00.000
43931,8,2011-07-04 00:00:00.000,2011-07-16 00:00:00.000,2011-07-11 00:00:00.000,5,1,SO43931,NULL,10-4030-013548,13548,NULL,8,17636,17636,1,6819,1131029Vi35534,448,3578.27,286.2616,89.4568,3953.9884,NULL,CD3FBBF5-E7DA-45A9-AA53-1FA296DB312A,2011-07-11 00:00:00.000
43932,8,2011-07-04 00:00:00.000,2011-07-16 00:00:00.000,2011-07-11 00:00:00.000,5,1,SO43932,NULL,10-4030-016741,16741,NULL,9,26403,26403,1,269,1034553Vi1404,444,3578.27,286.2616,89.4568,3953.9884,NULL,7930CB6C-AF76-47C5-8B3F-B178448E9981,2011-07-11 00:00:00.000
43933,8,2011-07-04 00:00:00.000,2011-07-16 00:00:00.000,2011-07-11 00:00:00.000,5,1,SO43933,NULL,10-4030-011031,11031,NULL,9,22987,22987,1,18382,135110Vi95514,444,3399.99,271.9992,84.9998,3756.989,NULL,C72293BC-41D0-4CD2-91DC-9560FC77262B,2011-07-11 00:00:00.000
43934,8,2011-07-04 00:00:00.000,2011-07-16 00:00:00.000,2011-07-11 00:00:00.000,5,1,SO43934,NULL,10-4030-011034,11034,NULL,9,18711,18711,1,4693,135113Vi24602,444,3399.99,271.9992,84.9998,3756.989,NULL,1BCB010B-4CFE-47A8-97B3-36AC761310BE,2011-07-11 00:00:00.000
43935,8,2011-07-05 00:00:00.000,2011-07-17 00:00:00.000,2011-07-12 00:00:00.000,5,1,SO43935,NULL,10-4030-020048,20048,NULL,10,16643,16643,1,17801,1030405Vi92387,464,699.0982,55.9279,17.4775,772.5036,NULL,9BE5634B-0A72-448A-A25D-1DA9738956CB,2011-07-12 00:00:00.000
43936,8,2011-07-05 00:00:00.000,2011-07-17 00:00:00.000,2011-07-12 00:00:00.000,5,1,SO43936,NULL,10-4030-028065,28065,NULL,4,26957,26957,1,14720,131888Vi76277,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,276ED423-907C-4037-83A1-72ECC1BEC79C,2011-07-12 00:00:00.000
43937,8,2011-07-05 00:00:00.000,2011-07-17 00:00:00.000,2011-07-12 00:00:00.000,5,1,SO43937,NULL,10-4030-017047,17047,NULL,9,24245,24245,1,3460,233635Vi18228,457,3578.27,286.2616,89.4568,3953.9884,NULL,1AD70C8A-26F3-47C3-BB07-A18C96C2E42E,2011-07-12 00:00:00.000
43938,8,2011-07-05 00:00:00.000,2011-07-17 00:00:00.000,2011-07-12 00:00:00.000,5,1,SO43938,NULL,10-4030-016686,16686,NULL,9,15337,15337,1,9400,934539Vi48457,457,3578.27,286.2616,89.4568,3953.9884,NULL,B9A6089F-3C38-4C1A-90EE-614F08EE96CD,2011-07-12 00:00:00.000
43939,8,2011-07-05 00:00:00.000,2011-07-17 00:00:00.000,2011-07-12 00:00:00.000,5,1,SO43939,NULL,10-4030-016659,16659,NULL,9,21292,21292,1,12524,834642Vi64787,457,3578.27,286.2616,89.4568,3953.9884,NULL,A8E58030-899B-4B88-9009-0C750BB7B22C,2011-07-12 00:00:00.000
43940,8,2011-07-05 00:00:00.000,2011-07-17 00:00:00.000,2011-07-12 00:00:00.000,5,1,SO43940,NULL,10-4030-025294,25294,NULL,9,17574,17574,1,1400,335432Vi7148,457,699.0982,55.9279,17.4775,772.5036,NULL,61BAE15D-1C81-4350-9704-F603CDCDD4A8,2011-07-12 00:00:00.000
43941,8,2011-07-06 00:00:00.000,2011-07-18 00:00:00.000,2011-07-13 00:00:00.000,5,1,SO43941,NULL,10-4030-013600,13600,NULL,10,19186,19186,1,11686,531130Vi60461,477,3578.27,286.2616,89.4568,3953.9884,NULL,21D7BDCE-9B9B-485E-B303-5F426C85A7BD,2011-07-13 00:00:00.000
43942,8,2011-07-06 00:00:00.000,2011-07-18 00:00:00.000,2011-07-13 00:00:00.000,5,1,SO43942,NULL,10-4030-017051,17051,NULL,9,14866,14866,1,19065,933639Vi99048,470,3578.27,286.2616,89.4568,3953.9884,NULL,5C542EC9-4051-4EA2-AE94-6912E6690D4A,2011-07-13 00:00:00.000
43943,8,2011-07-06 00:00:00.000,2011-07-18 00:00:00.000,2011-07-13 00:00:00.000,5,1,SO43943,NULL,10-4030-014565,14565,NULL,4,19488,19488,1,10093,133798Vi52021,NULL,699.0982,55.9279,17.4775,772.5036,NULL,AF245A9B-9A3E-462A-A334-0093DA74A3EF,2011-07-13 00:00:00.000
43944,8,2011-07-06 00:00:00.000,2011-07-18 00:00:00.000,2011-07-13 00:00:00.000,5,1,SO43944,NULL,10-4030-011054,11054,NULL,9,18844,18844,1,18160,734126Vi94160,470,3399.99,271.9992,84.9998,3756.989,NULL,9DC18692-56EC-4B86-B58E-8A9B52FD0018,2011-07-13 00:00:00.000
43945,8,2011-07-06 00:00:00.000,2011-07-18 00:00:00.000,2011-07-13 00:00:00.000,5,1,SO43945,NULL,10-4030-016675,16675,NULL,9,19751,19751,1,4559,934536Vi23897,470,3578.27,286.2616,89.4568,3953.9884,NULL,ABCE5E88-E866-4790-AEF3-8A25006DFDD3,2011-07-13 00:00:00.000
43946,8,2011-07-06 00:00:00.000,2011-07-18 00:00:00.000,2011-07-13 00:00:00.000,5,1,SO43946,NULL,10-4030-016687,16687,NULL,9,23516,23516,1,1301,1034540Vi6608,470,3578.27,286.2616,89.4568,3953.9884,NULL,9DB7C4D8-6717-4659-9D53-B25D48609BC2,2011-07-13 00:00:00.000
43947,8,2011-07-06 00:00:00.000,2011-07-18 00:00:00.000,2011-07-13 00:00:00.000,5,1,SO43947,NULL,10-4030-016712,16712,NULL,9,14056,14056,1,1890,134550Vi9795,470,3578.27,286.2616,89.4568,3953.9884,NULL,D462F178-C262-41B5-8DA2-652A3B831E01,2011-07-13 00:00:00.000
43948,8,2011-07-06 00:00:00.000,2011-07-18 00:00:00.000,2011-07-13 00:00:00.000,5,1,SO43948,NULL,10-4030-011047,11047,NULL,9,21998,21998,1,8816,635119Vi45501,470,3399.99,271.9992,84.9998,3756.989,NULL,FB58B682-F867-4E8B-8454-3190D2002ED8,2011-07-13 00:00:00.000
43949,8,2011-07-07 00:00:00.000,2011-07-19 00:00:00.000,2011-07-14 00:00:00.000,5,1,SO43949,NULL,10-4030-027726,27726,NULL,4,19937,19937,1,12099,530210Vi62562,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,30F04300-EF4E-482F-A342-A6DD330D5614,2011-07-14 00:00:00.000
43950,8,2011-07-07 00:00:00.000,2011-07-19 00:00:00.000,2011-07-14 00:00:00.000,5,1,SO43950,NULL,10-4030-028014,28014,NULL,4,20434,20434,1,9620,830218Vi49567,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,23EF8508-36DB-468E-951E-84F03E376728,2011-07-14 00:00:00.000
43951,8,2011-07-07 00:00:00.000,2011-07-19 00:00:00.000,2011-07-14 00:00:00.000,5,1,SO43951,NULL,10-4030-016696,16696,NULL,9,14933,14933,1,4649,434544Vi24387,483,3578.27,286.2616,89.4568,3953.9884,NULL,5253CFAA-1667-4F77-96D0-A5A4ABED843B,2011-07-14 00:00:00.000
43952,8,2011-07-07 00:00:00.000,2011-07-19 00:00:00.000,2011-07-14 00:00:00.000,5,1,SO43952,NULL,10-4030-016639,16639,NULL,9,24077,24077,1,5213,734638Vi27263,483,3578.27,286.2616,89.4568,3953.9884,NULL,11DD119D-E49F-489F-89BD-53FC46D32410,2011-07-14 00:00:00.000
43953,8,2011-07-08 00:00:00.000,2011-07-20 00:00:00.000,2011-07-15 00:00:00.000,5,1,SO43953,NULL,10-4030-020049,20049,NULL,10,21405,21405,1,13222,1130407Vi68585,503,699.0982,55.9279,17.4775,772.5036,NULL,2DF135B2-B950-41B1-9C70-09A6B2BF7F3F,2011-07-15 00:00:00.000
43954,8,2011-07-08 00:00:00.000,2011-07-20 00:00:00.000,2011-07-15 00:00:00.000,5,1,SO43954,NULL,10-4030-013602,13602,NULL,10,16657,16657,1,13315,631131Vi69068,503,3578.27,286.2616,89.4568,3953.9884,NULL,CC628CE3-E233-4E2B-AA2C-5CBFE4E055A7,2011-07-15 00:00:00.000
43955,8,2011-07-08 00:00:00.000,2011-07-20 00:00:00.000,2011-07-15 00:00:00.000,5,1,SO43955,NULL,10-4030-013661,13661,NULL,10,25143,25143,1,19068,731136Vi99060,503,3578.27,286.2616,89.4568,3953.9884,NULL,69956A67-5241-43D7-948C-22BBCA9DDA75,2011-07-15 00:00:00.000
43956,8,2011-07-08 00:00:00.000,2011-07-20 00:00:00.000,2011-07-15 00:00:00.000,5,1,SO43956,NULL,10-4030-011030,11030,NULL,9,26358,26358,1,9306,135109Vi47984,496,3399.99,271.9992,84.9998,3756.989,NULL,8FF2F317-8BA2-4906-B430-ED38A6532005,2011-07-15 00:00:00.000
43957,8,2011-07-09 00:00:00.000,2011-07-21 00:00:00.000,2011-07-16 00:00:00.000,5,1,SO43957,NULL,10-4030-028068,28068,NULL,4,12047,12047,1,5365,231891Vi28101,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,81366D84-43B1-437C-8E09-3707970AE9E1,2011-07-16 00:00:00.000
