CustomerKey,GeographyKey,CustomerAlternateKey,MaritalStatus,Gender,SalaryYear,TotalChildren,NumberChildrenAtHome,EnglishEducation,EnglishOccupation,HouseOwnerFlag,NumberCarsOwned,CommuteDistance,Region,Age,BikeBuyer
16651,618,AW00016651,M,F,120000,2,4,Bachelors,Management,1,3,5-10 Miles,North America,73,0
16652,331,AW00016652,M,F,60000,0,0,Partial College,Skilled Manual,1,2,5-10 Miles,North America,37,0
16653,618,AW00016653,M,F,70000,0,0,Partial College,Professional,1,2,5-10 Miles,North America,43,1
16654,49,AW00016654,M,F,70000,0,0,Partial College,Professional,1,2,5-10 Miles,North America,38,1
16655,334,AW00016655,M,F,60000,0,0,Partial College,Professional,1,2,5-10 Miles,North America,40,0
16656,14,AW00016656,M,M,80000,2,0,High School,Skilled Manual,0,2,1-2 Miles,Pacific,61,1
16657,6,AW00016657,M,M,80000,2,0,High School,Skilled Manual,0,2,1-2 Miles,Pacific,61,1
16658,19,AW00016658,S,F,80000,2,0,High School,Skilled Manual,1,2,5-10 Miles,Pacific,61,1
16659,4,AW00016659,S,F,80000,2,0,High School,Skilled Manual,1,2,5-10 Miles,Pacific,61,1
16660,4,AW00016660,S,M,70000,2,0,High School,Skilled Manual,0,2,1-2 Miles,Pacific,60,1
16661,7,AW00016661,S,M,70000,2,0,High School,Skilled Manual,1,2,5-10 Miles,Pacific,60,1
16662,18,AW00016662,S,F,70000,2,0,High School,Professional,0,2,1-2 Miles,Pacific,59,1
16663,34,AW00016663,S,F,70000,2,0,High School,Professional,0,2,1-2 Miles,Pacific,59,1
16664,36,AW00016664,M,F,130000,0,1,Graduate Degree,Management,1,1,5-10 Miles,Pacific,58,1
16665,9,AW00016665,S,F,130000,0,1,Graduate Degree,Management,0,2,0-1 Miles,Pacific,58,0
16666,57,AW00016666,S,F,80000,0,0,Bachelors,Management,0,1,2-5 Miles,North America,43,0
16667,68,AW00016667,S,F,30000,0,0,High School,Professional,1,2,5-10 Miles,North America,42,0
16668,432,AW00016668,S,M,30000,0,0,High School,Professional,0,2,1-2 Miles,North America,42,1
16669,623,AW00016669,S,M,60000,0,0,Partial College,Professional,1,2,5-10 Miles,North America,42,0
16670,641,AW00016670,S,F,60000,0,0,Partial College,Professional,0,2,1-2 Miles,North America,42,1
16671,552,AW00016671,S,F,60000,0,0,Partial College,Professional,1,2,5-10 Miles,North America,42,0
16672,644,AW00016672,S,F,60000,0,0,Partial College,Professional,1,2,5-10 Miles,North America,42,0
16673,300,AW00016673,S,M,60000,0,0,Partial College,Professional,0,2,1-2 Miles,North America,42,1
16674,33,AW00016674,M,M,130000,0,1,Graduate Degree,Management,1,3,0-1 Miles,Pacific,51,0
16675,8,AW00016675,S,F,160000,0,0,Graduate Degree,Management,0,3,0-1 Miles,Pacific,52,1
16676,326,AW00016676,M,F,130000,0,1,Graduate Degree,Management,1,3,1-2 Miles,North America,45,0
16677,338,AW00016677,M,M,130000,0,1,Graduate Degree,Management,1,4,0-1 Miles,North America,39,0
16678,52,AW00016678,M,M,70000,2,0,Partial High School,Skilled Manual,1,2,5-10 Miles,North America,59,1
16679,35,AW00016679,S,F,70000,0,0,Bachelors,Professional,0,1,5-10 Miles,Pacific,42,0
16680,2,AW00016680,M,M,70000,0,0,Bachelors,Professional,0,1,0-1 Miles,Pacific,53,0
16681,32,AW00016681,S,M,80000,5,5,Bachelors,Professional,1,4,1-2 Miles,Pacific,49,0
16682,9,AW00016682,M,F,90000,4,4,Bachelors,Professional,1,0,0-1 Miles,Pacific,49,0
16683,26,AW00016683,M,F,90000,4,4,Bachelors,Professional,1,0,0-1 Miles,Pacific,49,0
16684,40,AW00016684,M,M,60000,1,0,Bachelors,Professional,1,1,0-1 Miles,Pacific,54,1
16685,13,AW00016685,S,F,60000,1,0,Bachelors,Professional,1,1,5-10 Miles,Pacific,54,1
16686,7,AW00016686,M,F,60000,1,0,Bachelors,Professional,1,1,5-10 Miles,Pacific,54,1
16687,7,AW00016687,S,M,60000,1,0,Partial College,Skilled Manual,0,1,0-1 Miles,Pacific,50,1
16688,29,AW00016688,S,F,60000,1,0,Partial College,Skilled Manual,0,1,0-1 Miles,Pacific,55,1
16689,2,AW00016689,M,M,60000,1,0,Partial College,Skilled Manual,1,1,5-10 Miles,Pacific,55,0
16690,11,AW00016690,M,F,110000,0,0,Graduate Degree,Management,1,1,10+ Miles,Pacific,50,0
16691,30,AW00016691,S,F,110000,0,0,Graduate Degree,Management,0,2,1-2 Miles,Pacific,50,1
16692,2,AW00016692,M,M,60000,1,0,Partial College,Skilled Manual,1,1,5-10 Miles,Pacific,45,0
16693,21,AW00016693,M,M,60000,1,0,Partial College,Skilled Manual,1,1,0-1 Miles,Pacific,51,1
16694,17,AW00016694,M,F,60000,1,0,Partial College,Skilled Manual,1,1,5-10 Miles,Pacific,56,0
16695,19,AW00016695,M,M,90000,1,0,Bachelors,Professional,1,1,1-2 Miles,Pacific,57,0
16696,23,AW00016696,S,F,70000,0,0,Bachelors,Professional,0,1,0-1 Miles,Pacific,51,1
16697,27,AW00016697,S,M,80000,5,5,Bachelors,Professional,1,4,1-2 Miles,Pacific,51,0
16698,22,AW00016698,S,F,70000,0,0,Bachelors,Professional,0,1,5-10 Miles,Pacific,46,0
16699,34,AW00016699,M,M,100000,5,0,Bachelors,Professional,1,1,10+ Miles,Pacific,57,0
16700,31,AW00016700,S,M,70000,0,0,Bachelors,Professional,0,1,5-10 Miles,Pacific,48,0
16701,11,AW00016701,S,F,70000,0,0,Bachelors,Professional,0,2,0-1 Miles,Pacific,42,1
16702,33,AW00016702,M,F,60000,1,0,Partial College,Skilled Manual,1,1,0-1 Miles,Pacific,49,1
16703,31,AW00016703,M,F,60000,1,0,Partial College,Skilled Manual,1,1,5-10 Miles,Pacific,54,1
16704,5,AW00016704,M,F,70000,5,4,Partial College,Skilled Manual,1,2,0-1 Miles,Pacific,55,0
16705,2,AW00016705,M,F,80000,5,4,Bachelors,Professional,0,2,0-1 Miles,Pacific,58,0
16706,3,AW00016706,M,F,80000,5,4,Bachelors,Professional,1,2,1-2 Miles,Pacific,58,0
16707,25,AW00016707,S,M,90000,2,0,Bachelors,Professional,1,1,2-5 Miles,Pacific,58,1
16708,6,AW00016708,S,F,90000,2,0,Bachelors,Management,0,1,5-10 Miles,Pacific,47,1
16709,24,AW00016709,M,M,30000,2,0,Partial College,Clerical,0,2,5-10 Miles,Pacific,80,0
16710,9,AW00016710,M,F,70000,5,4,Partial College,Skilled Manual,1,3,10+ Miles,Pacific,56,0
16711,12,AW00016711,M,M,70000,5,4,Partial College,Skilled Manual,1,3,10+ Miles,Pacific,56,0
16712,2,AW00016712,S,F,70000,1,0,Partial College,Skilled Manual,0,1,0-1 Miles,Pacific,60,1
16713,22,AW00016713,M,M,40000,2,0,Bachelors,Management,1,1,0-1 Miles,Pacific,63,1
16714,343,AW00016714,M,M,30000,0,0,High School,Skilled Manual,1,2,5-10 Miles,North America,40,0
16715,339,AW00016715,M,F,30000,0,0,High School,Skilled Manual,1,2,5-10 Miles,North America,40,0
16716,633,AW00016716,S,M,30000,0,0,High School,Skilled Manual,0,2,0-1 Miles,North America,40,0
16717,51,AW00016717,M,F,40000,0,0,High School,Skilled Manual,1,1,5-10 Miles,North America,41,0
16718,315,AW00016718,S,M,40000,0,0,High School,Skilled Manual,1,1,5-10 Miles,North America,41,0
16719,302,AW00016719,S,M,40000,0,0,High School,Skilled Manual,1,1,5-10 Miles,North America,42,0
16720,301,AW00016720,S,F,30000,0,0,High School,Skilled Manual,1,2,5-10 Miles,North America,36,0
16721,52,AW00016721,M,M,30000,0,0,High School,Skilled Manual,0,2,0-1 Miles,North America,36,0
16722,633,AW00016722,S,M,30000,0,0,High School,Skilled Manual,1,2,5-10 Miles,North America,36,0
16723,302,AW00016723,M,F,30000,0,0,High School,Skilled Manual,1,2,5-10 Miles,North America,36,0
16724,345,AW00016724,S,M,30000,0,0,High School,Skilled Manual,0,2,0-1 Miles,North America,36,0
16725,618,AW00016725,M,M,30000,0,0,High School,Skilled Manual,1,2,5-10 Miles,North America,36,0
16726,316,AW00016726,M,M,30000,0,0,High School,Skilled Manual,1,2,5-10 Miles,North America,37,0
16727,626,AW00016727,S,M,40000,0,0,High School,Skilled Manual,0,2,0-1 Miles,North America,36,1
16728,545,AW00016728,M,M,40000,0,0,High School,Skilled Manual,1,2,5-10 Miles,North America,37,1
16729,31,AW00016729,M,M,30000,2,0,Partial College,Clerical,0,2,5-10 Miles,Pacific,79,0
16730,26,AW00016730,M,F,30000,2,0,Partial College,Clerical,0,2,0-1 Miles,Pacific,79,0
16731,55,AW00016731,S,F,30000,0,0,Partial High School,Clerical,0,2,5-10 Miles,North America,37,0
16732,632,AW00016732,S,F,40000,0,0,High School,Skilled Manual,0,2,0-1 Miles,North America,38,1
16733,16,AW00016733,M,M,40000,2,0,Bachelors,Management,1,2,5-10 Miles,Pacific,78,0
16734,18,AW00016734,S,F,40000,2,0,Bachelors,Management,1,2,5-10 Miles,Pacific,78,0
16735,626,AW00016735,S,F,40000,0,0,High School,Skilled Manual,0,2,0-1 Miles,North America,39,0
16736,632,AW00016736,S,F,40000,0,0,High School,Skilled Manual,0,2,0-1 Miles,North America,39,0
16737,612,AW00016737,S,F,40000,0,0,High School,Skilled Manual,1,2,5-10 Miles,North America,37,0
16738,24,AW00016738,M,M,30000,2,0,Partial College,Clerical,0,2,5-10 Miles,Pacific,77,0
16739,15,AW00016739,M,M,40000,2,0,Bachelors,Management,1,2,5-10 Miles,Pacific,66,0
16740,36,AW00016740,M,M,40000,2,0,Bachelors,Management,0,2,0-1 Miles,Pacific,76,1
16741,14,AW00016741,M,M,40000,2,0,Bachelors,Management,0,2,0-1 Miles,Pacific,76,1
16742,19,AW00016742,M,M,40000,2,0,Bachelors,Management,0,2,0-1 Miles,Pacific,76,1
16743,2,AW00016743,M,F,40000,2,0,Bachelors,Management,1,2,0-1 Miles,Pacific,74,1
16744,11,AW00016744,M,F,40000,2,0,Bachelors,Management,1,2,0-1 Miles,Pacific,74,1
16745,27,AW00016745,S,F,60000,2,0,Graduate Degree,Management,0,1,0-1 Miles,Pacific,74,1
16746,542,AW00016746,S,F,40000,0,0,High School,Skilled Manual,0,2,1-2 Miles,North America,40,0
16747,548,AW00016747,S,M,40000,0,0,High School,Skilled Manual,0,2,1-2 Miles,North America,41,1
16748,312,AW00016748,S,M,40000,0,0,High School,Skilled Manual,1,2,5-10 Miles,North America,41,0
16749,369,AW00016749,S,M,30000,0,0,Partial College,Skilled Manual,1,1,5-10 Miles,North America,42,0
16750,374,AW00016750,M,M,30000,0,0,Partial College,Skilled Manual,1,1,5-10 Miles,North America,42,0
16751,638,AW00016751,M,M,60000,0,0,Partial College,Skilled Manual,1,1,5-10 Miles,North America,37,1
16752,374,AW00016752,S,M,60000,0,0,Partial College,Skilled Manual,1,1,5-10 Miles,North America,43,1
16753,542,AW00016753,S,F,70000,0,0,Partial College,Skilled Manual,1,2,5-10 Miles,North America,44,1
16754,54,AW00016754,S,M,80000,0,0,Bachelors,Management,1,1,1-2 Miles,North America,44,1
16755,634,AW00016755,M,F,80000,0,0,Bachelors,Management,1,1,1-2 Miles,North America,44,1
16756,641,AW00016756,M,M,80000,0,0,Bachelors,Management,0,1,0-1 Miles,North America,48,1
16757,547,AW00016757,M,F,110000,0,1,Graduate Degree,Management,1,0,5-10 Miles,North America,49,0
16758,69,AW00016758,M,M,110000,0,1,Graduate Degree,Management,1,0,1-2 Miles,North America,43,1
16759,360,AW00016759,M,F,110000,0,1,Graduate Degree,Management,0,1,2-5 Miles,North America,49,0
16760,369,AW00016760,S,F,60000,4,0,Graduate Degree,Skilled Manual,0,0,0-1 Miles,North America,51,0
16761,616,AW00016761,S,M,40000,4,4,Partial College,Clerical,1,1,1-2 Miles,North America,44,1
16762,612,AW00016762,M,M,50000,0,0,Graduate Degree,Skilled Manual,1,0,1-2 Miles,North America,44,1
16763,49,AW00016763,M,M,50000,0,0,Graduate Degree,Skilled Manual,1,0,1-2 Miles,North America,43,1
16764,55,AW00016764,M,M,50000,0,0,Graduate Degree,Skilled Manual,1,0,1-2 Miles,North America,43,1
16765,648,AW00016765,M,M,50000,1,0,Graduate Degree,Skilled Manual,1,0,0-1 Miles,North America,43,0
16766,300,AW00016766,S,F,50000,1,0,Graduate Degree,Skilled Manual,1,0,1-2 Miles,North America,43,0
16767,301,AW00016767,M,M,50000,1,0,Graduate Degree,Skilled Manual,1,0,0-1 Miles,North America,43,0
16768,311,AW00016768,M,M,50000,1,0,Graduate Degree,Skilled Manual,1,0,0-1 Miles,North America,43,0
16769,315,AW00016769,M,M,60000,1,0,Graduate Degree,Skilled Manual,1,0,1-2 Miles,North America,45,0
16770,334,AW00016770,M,M,60000,1,1,Graduate Degree,Skilled Manual,1,0,0-1 Miles,North America,45,1
16771,49,AW00016771,M,M,50000,1,1,Graduate Degree,Skilled Manual,1,0,1-2 Miles,North America,44,0
16772,59,AW00016772,M,F,50000,1,1,Graduate Degree,Skilled Manual,1,0,1-2 Miles,North America,45,0
16773,553,AW00016773,M,M,60000,1,0,Graduate Degree,Skilled Manual,1,0,0-1 Miles,North America,44,0
16774,648,AW00016774,S,M,60000,1,0,Graduate Degree,Skilled Manual,1,0,2-5 Miles,North America,39,0
16775,310,AW00016775,M,F,60000,1,0,Graduate Degree,Professional,1,0,0-1 Miles,North America,38,0
16776,609,AW00016776,M,M,50000,1,1,Bachelors,Skilled Manual,1,0,2-5 Miles,North America,46,1
16777,545,AW00016777,M,M,70000,4,0,Bachelors,Management,1,2,1-2 Miles,North America,72,0
16778,301,AW00016778,S,M,60000,4,0,Graduate Degree,Management,1,2,10+ Miles,North America,72,1
16779,383,AW00016779,M,F,70000,5,0,Bachelors,Management,1,2,10+ Miles,North America,61,1
16780,633,AW00016780,M,M,70000,5,0,Bachelors,Management,1,2,2-5 Miles,North America,71,0
16781,316,AW00016781,M,M,70000,5,0,Bachelors,Management,1,2,10+ Miles,North America,71,0
16782,632,AW00016782,M,M,60000,5,0,Bachelors,Management,1,3,2-5 Miles,North America,70,1
16783,642,AW00016783,M,F,60000,5,0,Bachelors,Management,1,3,10+ Miles,North America,70,1
16784,50,AW00016784,M,F,60000,5,0,Bachelors,Management,1,3,10+ Miles,North America,70,1
16785,642,AW00016785,M,M,70000,3,1,Bachelors,Management,1,1,10+ Miles,North America,70,1
16786,338,AW00016786,M,M,70000,4,1,Bachelors,Management,1,1,10+ Miles,North America,70,1
16787,298,AW00016787,S,F,70000,4,1,Bachelors,Management,1,1,10+ Miles,North America,65,0
16788,302,AW00016788,M,M,60000,5,0,Bachelors,Management,1,3,2-5 Miles,North America,69,0
16789,637,AW00016789,M,F,60000,5,0,Bachelors,Management,1,3,2-5 Miles,North America,69,1
16790,547,AW00016790,M,M,60000,5,0,Bachelors,Management,1,3,2-5 Miles,North America,64,1
16791,49,AW00016791,S,M,60000,5,0,Bachelors,Management,1,3,10+ Miles,North America,69,1
16792,337,AW00016792,M,F,60000,5,0,Bachelors,Management,1,3,2-5 Miles,North America,69,1
16793,368,AW00016793,S,F,60000,2,1,Bachelors,Management,1,0,10+ Miles,North America,69,1
16794,634,AW00016794,M,F,60000,2,1,Bachelors,Management,1,0,10+ Miles,North America,69,1
16795,299,AW00016795,M,F,70000,4,1,Bachelors,Management,1,1,1-2 Miles,North America,69,0
16796,638,AW00016796,S,F,60000,2,1,Partial College,Professional,1,1,10+ Miles,North America,68,0
16797,644,AW00016797,M,M,60000,2,1,Partial College,Professional,0,1,2-5 Miles,North America,68,1
16798,312,AW00016798,M,F,60000,2,1,Bachelors,Management,1,0,2-5 Miles,North America,68,1
16799,322,AW00016799,M,F,60000,2,1,Bachelors,Management,1,0,2-5 Miles,North America,68,1
16800,52,AW00016800,M,F,40000,2,1,High School,Professional,1,2,2-5 Miles,North America,67,0
16801,609,AW00016801,S,F,60000,2,1,Partial College,Professional,1,2,10+ Miles,North America,62,0
16802,626,AW00016802,S,M,60000,2,1,Partial College,Professional,1,2,10+ Miles,North America,67,0
16803,633,AW00016803,M,M,60000,2,1,Partial College,Professional,0,2,2-5 Miles,North America,62,1
16804,552,AW00016804,M,M,60000,2,1,High School,Professional,1,2,2-5 Miles,North America,66,1
16805,552,AW00016805,S,M,60000,2,1,High School,Professional,1,2,10+ Miles,North America,61,1
16806,302,AW00016806,M,M,60000,2,1,Partial College,Professional,1,1,2-5 Miles,North America,66,0
16807,307,AW00016807,M,F,60000,2,1,Partial College,Professional,1,1,10+ Miles,North America,66,1
16808,336,AW00016808,M,F,70000,4,2,Partial College,Professional,0,1,1-2 Miles,North America,66,0
16809,355,AW00016809,S,F,70000,4,2,Partial College,Professional,1,1,10+ Miles,North America,61,0
16810,59,AW00016810,M,M,70000,2,1,High School,Professional,0,2,2-5 Miles,North America,65,1
16811,642,AW00016811,M,M,60000,2,1,Partial College,Professional,1,1,10+ Miles,North America,65,1
16812,329,AW00016812,M,F,60000,2,1,Partial College,Professional,1,2,2-5 Miles,North America,59,1
16813,334,AW00016813,M,M,60000,2,1,Partial College,Professional,1,2,10+ Miles,North America,65,0
16814,343,AW00016814,S,F,70000,4,2,Partial College,Professional,1,1,10+ Miles,North America,59,0
16815,347,AW00016815,M,M,70000,4,2,Partial College,Professional,1,1,1-2 Miles,North America,65,0
16816,355,AW00016816,M,F,70000,4,2,Partial College,Professional,1,1,10+ Miles,North America,60,0
16817,359,AW00016817,M,M,70000,4,2,Partial College,Professional,1,1,10+ Miles,North America,65,0
16818,372,AW00016818,M,F,70000,4,2,Partial College,Professional,1,2,2-5 Miles,North America,65,1
16819,618,AW00016819,M,M,70000,4,2,Partial College,Professional,1,2,2-5 Miles,North America,64,1
16820,60,AW00016820,M,F,70000,5,2,Partial College,Professional,1,2,10+ Miles,North America,65,1
16821,161,AW00016821,M,F,130000,2,3,Bachelors,Management,0,4,5-10 Miles,Europe,58,1
16822,265,AW00016822,M,M,150000,1,3,Partial College,Professional,0,3,5-10 Miles,Europe,58,1
16823,268,AW00016823,M,F,160000,1,3,Partial College,Professional,0,4,5-10 Miles,Europe,58,1
16824,123,AW00016824,M,M,120000,2,4,High School,Professional,1,4,5-10 Miles,Europe,59,1
16825,155,AW00016825,M,F,120000,2,4,High School,Professional,1,4,5-10 Miles,Europe,59,0
16826,161,AW00016826,M,M,130000,3,4,Partial College,Professional,1,3,5-10 Miles,Europe,53,1
16827,275,AW00016827,M,M,170000,3,3,Bachelors,Management,1,3,0-1 Miles,Europe,48,1
16828,262,AW00016828,M,M,160000,2,4,High School,Professional,1,2,0-1 Miles,Europe,55,1
16829,267,AW00016829,M,M,160000,2,4,High School,Professional,1,2,5-10 Miles,Europe,55,1
16830,161,AW00016830,M,F,130000,3,4,Partial College,Professional,1,3,5-10 Miles,Europe,61,1
16831,239,AW00016831,M,M,130000,3,4,Partial College,Professional,1,3,0-1 Miles,Europe,61,1
16832,635,AW00016832,S,M,70000,3,0,Graduate Degree,Management,1,2,5-10 Miles,North America,84,1
16833,325,AW00016833,M,M,90000,3,0,Graduate Degree,Management,1,1,2-5 Miles,North America,84,1
16834,50,AW00016834,S,F,50000,2,0,Graduate Degree,Management,1,2,5-10 Miles,North America,83,1
16835,612,AW00016835,M,M,70000,4,0,Graduate Degree,Management,1,2,5-10 Miles,North America,83,1
16836,49,AW00016836,M,M,90000,4,4,Partial College,Professional,1,3,2-5 Miles,North America,51,1
16837,51,AW00016837,M,F,90000,4,4,Partial College,Professional,1,3,2-5 Miles,North America,51,0
16838,307,AW00016838,S,M,110000,2,2,Bachelors,Management,0,3,1-2 Miles,North America,52,0
16839,383,AW00016839,M,F,170000,0,0,Graduate Degree,Management,1,2,0-1 Miles,North America,51,1
16840,49,AW00016840,M,M,80000,4,3,Bachelors,Management,1,0,2-5 Miles,North America,52,0
16841,71,AW00016841,M,M,80000,4,3,Partial College,Professional,1,1,2-5 Miles,North America,52,0
16842,301,AW00016842,M,F,110000,3,2,Bachelors,Management,1,4,2-5 Miles,North America,47,0
16843,311,AW00016843,S,M,130000,2,2,Graduate Degree,Management,0,2,0-1 Miles,North America,52,0
16844,374,AW00016844,M,F,160000,1,1,Bachelors,Management,1,2,0-1 Miles,North America,47,1
16845,383,AW00016845,S,F,170000,0,0,Graduate Degree,Management,0,3,1-2 Miles,North America,46,1
16846,52,AW00016846,S,M,80000,4,3,Partial College,Professional,1,2,2-5 Miles,North America,53,0
16847,57,AW00016847,M,M,80000,4,3,Partial College,Professional,1,2,2-5 Miles,North America,42,0
16848,55,AW00016848,S,F,80000,4,3,Partial College,Professional,0,2,0-1 Miles,North America,42,0
16849,69,AW00016849,M,M,80000,4,3,Partial College,Professional,1,2,2-5 Miles,North America,47,0
16850,641,AW00016850,S,F,90000,0,0,Partial College,Professional,0,2,2-5 Miles,North America,53,1
16851,298,AW00016851,S,M,100000,0,2,Partial College,Professional,1,2,2-5 Miles,North America,53,1
16852,302,AW00016852,S,F,110000,4,2,Bachelors,Management,1,4,5-10 Miles,North America,48,1
16853,310,AW00016853,S,F,110000,4,3,Bachelors,Management,1,0,5-10 Miles,North America,53,0
16854,385,AW00016854,M,M,170000,0,0,Graduate Degree,Management,1,3,1-2 Miles,North America,42,1
16855,49,AW00016855,M,F,80000,5,4,Partial College,Professional,1,2,5-10 Miles,North America,54,0
16856,611,AW00016856,M,F,90000,5,4,Partial College,Professional,1,4,5-10 Miles,North America,54,0
16857,612,AW00016857,M,M,90000,5,4,Partial College,Professional,1,4,5-10 Miles,North America,48,0
16858,616,AW00016858,M,F,100000,1,2,Partial College,Professional,1,3,5-10 Miles,North America,54,0
16859,633,AW00016859,S,M,100000,1,2,Partial College,Professional,1,3,5-10 Miles,North America,48,1
16860,300,AW00016860,M,F,110000,1,3,Bachelors,Management,1,2,1-2 Miles,North America,54,0
16861,334,AW00016861,S,M,130000,1,2,Bachelors,Management,0,4,0-1 Miles,North America,49,0
16862,343,AW00016862,M,M,130000,1,2,Bachelors,Management,1,4,0-1 Miles,North America,54,0
16863,536,AW00016863,M,F,80000,5,4,Partial College,Professional,1,3,1-2 Miles,North America,55,0
16864,648,AW00016864,S,F,100000,3,2,Partial College,Professional,1,4,5-10 Miles,North America,55,1
16865,312,AW00016865,M,F,120000,1,3,High School,Professional,1,4,5-10 Miles,North America,50,1
16866,326,AW00016866,M,F,130000,1,3,Bachelors,Management,1,2,2-5 Miles,North America,38,1
16867,355,AW00016867,S,F,130000,1,3,Bachelors,Management,0,3,0-1 Miles,North America,55,1
16868,372,AW00016868,M,M,160000,1,3,Bachelors,Management,0,2,2-5 Miles,North America,50,1
16869,374,AW00016869,M,F,170000,0,0,Graduate Degree,Management,1,4,2-5 Miles,North America,55,1
16870,52,AW00016870,M,F,60000,2,0,High School,Professional,0,2,1-2 Miles,North America,61,0
16871,369,AW00016871,M,F,90000,2,1,High School,Professional,1,1,10+ Miles,North America,56,1
16872,355,AW00016872,M,M,80000,2,0,Partial High School,Skilled Manual,1,2,5-10 Miles,North America,46,1
16873,41,AW00016873,M,M,30000,4,0,High School,Professional,0,2,5-10 Miles,North America,81,1
16874,311,AW00016874,S,F,90000,4,0,Bachelors,Management,1,2,5-10 Miles,North America,81,0
16875,312,AW00016875,M,F,90000,4,0,Bachelors,Management,1,2,5-10 Miles,North America,76,0
16876,51,AW00016876,M,M,40000,3,0,Partial College,Professional,0,2,1-2 Miles,North America,80,0
16877,607,AW00016877,S,F,50000,2,0,Graduate Degree,Management,1,2,1-2 Miles,North America,74,0
16878,539,AW00016878,S,M,50000,2,0,Graduate Degree,Management,1,2,5-10 Miles,North America,80,1
16879,545,AW00016879,S,F,50000,2,0,Graduate Degree,Management,1,2,5-10 Miles,North America,80,1
16880,307,AW00016880,M,M,70000,4,0,Graduate Degree,Management,1,2,5-10 Miles,North America,69,1
16881,310,AW00016881,M,M,70000,4,0,Graduate Degree,Management,1,2,5-10 Miles,North America,80,1
16882,545,AW00016882,S,M,100000,3,2,Partial College,Professional,1,4,5-10 Miles,North America,56,1
16883,334,AW00016883,S,M,120000,4,4,High School,Professional,1,1,5-10 Miles,North America,56,0
16884,648,AW00016884,M,M,60000,2,0,High School,Professional,0,2,5-10 Miles,North America,62,0
16885,548,AW00016885,M,M,60000,2,0,Partial High School,Skilled Manual,0,2,1-2 Miles,North America,51,0
16886,547,AW00016886,M,M,60000,2,0,Partial High School,Skilled Manual,1,2,5-10 Miles,North America,62,1
16887,335,AW00016887,M,M,60000,2,0,Partial High School,Skilled Manual,1,2,5-10 Miles,North America,62,1
16888,316,AW00016888,S,F,60000,3,0,Partial High School,Skilled Manual,1,2,5-10 Miles,North America,62,1
16889,374,AW00016889,S,M,60000,3,0,Partial High School,Skilled Manual,1,2,5-10 Miles,North America,56,1
16890,633,AW00016890,M,M,60000,3,0,Partial High School,Skilled Manual,1,2,5-10 Miles,North America,62,1
16891,343,AW00016891,M,F,70000,3,1,High School,Professional,1,0,5-10 Miles,North America,62,0
16892,298,AW00016892,M,F,70000,3,1,High School,Professional,1,0,5-10 Miles,North America,62,1
16893,644,AW00016893,S,M,70000,3,0,Graduate Degree,Management,1,2,5-10 Miles,North America,63,1
16894,548,AW00016894,S,F,60000,3,0,Graduate Degree,Management,1,2,5-10 Miles,North America,47,1
16895,335,AW00016895,M,F,40000,3,0,Partial College,Professional,0,2,1-2 Miles,North America,64,1
16896,316,AW00016896,M,F,40000,3,0,Partial College,Professional,0,2,5-10 Miles,North America,64,1
16897,338,AW00016897,S,F,40000,3,0,Partial College,Professional,1,2,5-10 Miles,North America,58,1
16898,383,AW00016898,M,M,40000,3,0,Partial College,Professional,0,2,5-10 Miles,North America,59,1
16899,612,AW00016899,M,F,110000,2,3,Graduate Degree,Management,0,4,2-5 Miles,North America,79,0
16900,359,AW00016900,M,M,120000,2,4,Graduate Degree,Management,1,3,5-10 Miles,North America,79,0
16901,311,AW00016901,M,M,130000,2,3,Bachelors,Management,1,4,2-5 Miles,North America,79,0
16902,43,AW00016902,S,M,90000,5,0,Bachelors,Management,1,2,5-10 Miles,North America,78,0
16903,368,AW00016903,S,M,110000,2,4,Graduate Degree,Management,1,0,5-10 Miles,North America,78,0
16904,326,AW00016904,M,F,110000,2,4,Graduate Degree,Management,1,0,5-10 Miles,North America,78,0
16905,329,AW00016905,M,F,130000,2,3,Bachelors,Management,1,4,2-5 Miles,North America,78,0
16906,59,AW00016906,M,F,170000,1,1,Graduate Degree,Management,1,4,2-5 Miles,North America,78,1
16907,343,AW00016907,S,F,80000,4,0,Graduate Degree,Management,1,2,5-10 Miles,North America,77,1
16908,612,AW00016908,S,F,80000,4,0,Graduate Degree,Management,1,2,5-10 Miles,North America,77,1
16909,337,AW00016909,M,F,90000,5,0,Bachelors,Management,1,2,5-10 Miles,North America,77,1
16910,49,AW00016910,M,M,120000,2,4,Graduate Degree,Management,1,3,5-10 Miles,North America,77,0
16911,616,AW00016911,M,M,90000,5,0,Bachelors,Management,1,2,5-10 Miles,North America,76,0
16912,631,AW00016912,M,M,90000,5,0,Bachelors,Management,0,2,1-2 Miles,North America,76,1
16913,548,AW00016913,S,M,100000,2,3,Graduate Degree,Management,1,3,5-10 Miles,North America,76,0
16914,633,AW00016914,M,F,100000,3,0,Bachelors,Management,1,3,0-1 Miles,North America,48,1
16915,644,AW00016915,M,M,100000,3,0,Bachelors,Management,1,3,0-1 Miles,North America,42,1
16916,557,AW00016916,S,F,110000,1,1,Graduate Degree,Management,0,2,1-2 Miles,North America,48,1
16917,300,AW00016917,M,M,120000,1,1,Bachelors,Management,1,4,0-1 Miles,North America,48,0
16918,642,AW00016918,S,F,40000,0,0,High School,Skilled Manual,1,2,5-10 Miles,North America,37,0
